postcode,eastings,northings,source
TA6 4GU,331948,138373,postcodes
TA6 4PZ,331024,137335,postcodes
TA7 0RB,335721,130529,postcodes
TA7 9NJ,341775,138497,postcodes
TA7 9QS,343037,137091,postcodes
TA9 3EE,331426,147990,postcodes
TA9 4NP,338186,147864,postcodes
TD15 2EN,399258,651545,postcodes
TD15 2JF,399881,651447,postcodes
TD15 2PX,394477,637549,postcodes
TD15 2XQ,395969,650558,postcodes
TF1 2NP,366401,311189,postcodes
TF1 3BH,365515,311714,postcodes
TF1 5NQ,367201,311633,postcodes
TF10 7BD,374336,319146,postcodes
TF10 7HL,374374,318471,postcodes
TF11 8PD,375343,308342,postcodes
TF11 8SD,375912,307310,postcodes
TF11 9ET,375335,300660,postcodes
TF2 9NZ,373561,310961,postcodes
TF2 9SQ,371632,309815,postcodes
TF3 1FA,370681,306545,postcodes
TF3 4NW,369117,308985,postcodes
TF6 5HE,361275,311003,postcodes
TF7 5FB,369115,305169,postcodes
TF7 5HX,368420,304147,postcodes
TF8 7DT,366809,304012,postcodes
TF9 1HF,367992,334369,postcodes
TN10 3EJ,559201,147756,postcodes
TN10 4PU,559503,148586,postcodes
TN11 8AA,557313,145156,postcodes
TN11 8ND,555998,148921,postcodes
TN11 9HN,556495,148714,postcodes
TN12 6LT,566817,143797,postcodes
TN12 6PY,567444,146972,postcodes
TN13 1HU,553217,154171,postcodes
TN13 1SR,552680,152902,postcodes
TN13 3LE,552379,156501,postcodes
TN13 3SL,554043,156494,postcodes
TN13 3UL,553388,155609,postcodes
TN14 6AE,548020,155796,postcodes
TN15 0NG,556704,153321,postcodes
TN15 7RD,561065,158159,postcodes
TN16 1QN,545977,154294,postcodes
TN16 3AU,542649,159301,postcodes
TN17 1LB,573869,140344,postcodes
TN17 3JD,577829,136133,postcodes
TN17 4AA,580259,133801,postcodes
TN2 3QD,560090,139893,postcodes
TN2 4AX,562692,143044,postcodes
TN2 4NE,561537,140521,postcodes
TN2 4PY,560481,140401,postcodes
TN20 6PH,558770,127026,postcodes
TN21 8RJ,559942,121198,postcodes
TN22 3DJ,547779,121659,postcodes
TN23 3BT,597550,143643,postcodes
TN23 3DL,597240,140737,postcodes
TN23 3HG,599919,140348,postcodes
TN23 4ER,599022,142356,postcodes
TN24 0QJ,602272,142565,postcodes
TN24 8AL,601952,142258,postcodes
TN24 8PB,601322,142808,postcodes
TN24 8UD,600384,143340,postcodes
TN24 9AL,601729,145521,postcodes
TN25 5EJ,605614,146912,postcodes
TN25 6PW,606744,139433,postcodes
TN27 0AX,592497,149126,postcodes
TN27 8BE,586703,136891,postcodes
TN28 8BB,606908,125087,postcodes
TN3 0TB,556476,140741,postcodes
TN30 6LT,588805,134276,postcodes
TN31 6NL,583049,124050,postcodes
TN31 6RZ,585146,122146,postcodes
TN33 0AD,574908,115704,postcodes
TN33 0TX,575708,115108,postcodes
TN33 9EG,570705,111524,postcodes
TN35 4LT,585215,115096,postcodes
TN37 7PW,579889,114079,postcodes
TN4 0RJ,557713,142985,postcodes
TN4 9PG,558264,140611,postcodes
TN4 9SH,557344,140559,postcodes
TN4 9UJ,558060,140816,postcodes
TN4 9XB,558237,141497,postcodes
TN4 9XL,557734,141101,postcodes
TN40 2JG,575452,108244,postcodes
TN40 2LU,575005,108706,postcodes
TN40 2PU,576279,108179,postcodes
TN5 6PT,561876,132848,postcodes
TN6 1BN,551289,130508,postcodes
TN6 2AS,552317,130706,postcodes
TN8 5BD,544450,146091,postcodes
TN9 1JP,559051,147146,postcodes
TN9 2HE,559643,145724,postcodes
TN9 2JP,559476,145238,postcodes
TN9 2JR,559076,145198,postcodes
TN9 2PH,558067,145647,postcodes
TN9 2PN,558360,145647,postcodes
TQ1 3DG,291497,64172,postcodes
TQ1 3PE,291998,65080,postcodes
TQ1 4RN,291519,66151,postcodes
TQ10 9HA,269511,57873,postcodes
TQ12 1PT,285211,71707,postcodes
TQ12 2NF,285674,71661,postcodes
TQ12 2QA,286332,71709,postcodes
TQ12 3JG,286588,73855,postcodes
TQ12 4HD,287589,71154,postcodes
TQ12 6QG,283642,74246,postcodes
TQ12 6RH,282880,76640,postcodes
TQ13 7AX,275838,70001,postcodes
TQ13 7EW,276365,70904,postcodes
TQ14 8LY,293780,74046,postcodes
TQ14 9HZ,293930,73376,postcodes
TQ2 7DY,289867,65289,postcodes
TQ2 7EL,289613,65194,postcodes
TQ2 7NU,290663,65640,postcodes
TQ2 8NH,291898,67397,postcodes
TQ2 8NL,291807,67273,postcodes
TQ3 2AF,288888,61262,postcodes
TQ4 7DQ,287103,59647,postcodes
TQ4 7EJ,287279,58387,postcodes
TQ5 0LN,289314,56287,postcodes
TQ5 9HF,292977,55822,postcodes
TQ6 9HW,286554,50861,postcodes
TQ7 1PL,273049,43835,postcodes
TQ9 5AL,280746,59971,postcodes
TQ9 5JX,279691,61152,postcodes
TQ9 5LQ,280711,60667,postcodes
TQ9 6AB,277245,63382,postcodes
TQ9 6EA,278761,62672,postcodes
TQ9 6JD,278657,62095,postcodes
TQ9 6JU,278513,62327,postcodes
TR1 1TH,183226,44523,postcodes
TR1 2HU,182236,44145,postcodes
TR1 3XX,179099,44914,postcodes
TR11 4LH,179011,33245,postcodes
TR11 4RH,180697,32246,postcodes
TR13 8NR,166030,28115,postcodes
TR14 7PP,163796,40149,postcodes
TR15 1LS,169810,42455,postcodes
TR15 1LU,169940,42540,postcodes
TR20 8TP,146328,31026,postcodes
TR4 8EG,173784,46210,postcodes
TR4 9NH,177443,44564,postcodes
TR7 3BH,182877,61921,postcodes
TR7 3JA,183516,62215,postcodes
TS10 4QR,459570,521855,postcodes
TS12 2TZ,470154,517581,postcodes
TS12 2UW,468159,519992,postcodes
TS14 6BU,461691,516212,postcodes
TS15 9EJ,442043,512531,postcodes
TS15 9ET,442187,511367,postcodes
TS16 0LA,440463,514531,postcodes
TS16 9AT,442597,514957,postcodes
TS17 6FB,445422,518783,postcodes
TS18 3TN,443383,517141,postcodes
TS19 8BU,442511,520939,postcodes
TS19 9JS,442673,521971,postcodes
TS2 1AD,450074,520801,postcodes
TS20 1LG,444580,522308,postcodes
TS20 1PQ,443350,523827,postcodes
TS24 7NT,450987,532419,postcodes
TS25 1FF,451021,529377,postcodes
TS25 1NN,451185,529883,postcodes
TS25 4EZ,449343,531656,postcodes
TS25 4HA,449358,531530,postcodes
TS27 3HS,446553,531223,postcodes
TS3 0RH,453415,518005,postcodes
TS3 7EA,451769,517676,postcodes
TS3 8BT,451931,519783,postcodes
TS4 3JS,449573,517187,postcodes
TS4 3JW,450004,516731,postcodes
TS5 4AG,447773,519261,postcodes
TS5 4JS,447620,517888,postcodes
TS6 6SU,453642,519925,postcodes
TS7 0LA,454253,515547,postcodes
TS8 0GA,450420,514570,postcodes
TS9 5AL,453058,508320,postcodes
TW1 3BB,516898,173785,postcodes
TW1 4DQ,515780,173423,postcodes
TW1 4LT,515788,173417,postcodes
TW1 4QG,516043,172489,postcodes
TW1 4QJ,516115,172901,postcodes
TW10 6HW,519024,174698,postcodes
TW10 6JW,518583,174108,postcodes
TW10 7AH,517985,173150,postcodes
TW10 7HN,517410,172453,postcodes
TW11 9PJ,517430,170708,postcodes
TW12 3HB,513136,171256,postcodes
TW12 3HD,513330,171218,postcodes
TW12 3HF,513514,171105,postcodes
TW13 4AB,510519,172815,postcodes
TW13 6PN,511748,171755,postcodes
TW13 7EF,511203,172754,postcodes
TW14 9PE,509821,173842,postcodes
TW15 3DZ,506562,172173,postcodes
TW16 6JE,510407,169333,postcodes
TW16 6LT,509561,169134,postcodes
TW16 6QE,510089,169693,postcodes
TW16 7EF,509231,169745,postcodes
TW17 9HX,508360,166832,postcodes
TW19 6BS,504667,174516,postcodes
TW2 5LH,514710,172449,postcodes
TW2 6LH,513563,173567,postcodes
TW2 7SL,515422,173880,postcodes
TW20 0HS,498947,169461,postcodes
TW20 8TE,502661,168852,postcodes
TW20 9HL,501320,171424,postcodes
TW3 1AX,514089,175937,postcodes
TW3 3EJ,512971,175635,postcodes
TW3 4BX,514278,176804,postcodes
TW3 4EP,513439,176624,postcodes
TW4 5JD,512912,174456,postcodes
TW5 0QR,513320,177368,postcodes
TW5 9PD,510734,177722,postcodes
TW7 4HS,515233,176440,postcodes
TW7 5BB,516420,176903,postcodes
TW7 5DB,516025,177945,postcodes
TW7 5ED,515788,176752,postcodes
TW7 5LJ,515270,177040,postcodes
TW7 5PN,515556,177566,postcodes
TW7 6AU,516545,176757,postcodes
TW7 6XF,516073,175779,postcodes
TW8 0EX,519069,178188,postcodes
TW8 0PG,517635,177708,postcodes
TW8 9LB,516980,178388,postcodes
Tf6 6pn,367737,322169,postcodes
UB1 1LS,512632,179976,terminated_postcodes
UB1 2GU,513134,182604,postcodes
UB1 3BT,512982,180280,postcodes
UB1 3HZ,513453,181300,postcodes
UB10 0BE,506716,183752,postcodes
UB10 0EJ,507941,183191,postcodes
UB10 8AB,506710,185521,postcodes
UB10 8QY,507931,185711,postcodes
UB10 8TS,508279,186406,postcodes
UB10 9HT,508011,183522,postcodes
UB2 4NY,512902,179156,postcodes
UB2 5HF,512094,179088,postcodes
UB3 1DH,509263,179598,postcodes
UB3 1PB,508629,178733,postcodes
UB3 2SE,509082,181288,postcodes
UB4 0LT,511270,180087,postcodes
UB4 8JP,508314,182267,postcodes
UB4 9LE,511160,182493,postcodes
UB5 4HP,512760,184896,postcodes
UB5 5LD,512117,184053,postcodes
UB5 5LQ,512160,184045,postcodes
UB5 6AG,513483,183914,postcodes
UB6 8PR,514652,183361,postcodes
UB6 9AW,514417,181993,postcodes
UB7 0LQ,505948,177752,terminated_postcodes
UB7 8AB,506120,180894,postcodes
UB8 1NQ,506243,184561,postcodes
UB8 2PR,506012,183161,postcodes
UB8 3BF,506922,181423,postcodes
UB8 3GA,506890,181113,postcodes
UB8 3HD,507664,181645,postcodes
UB8 3NW,506485,182127,postcodes
UB8 3QU,506569,181785,postcodes
UB8 3RF,506918,182637,postcodes
UB9 6ET,505694,190765,postcodes
W10 4AA,523858,182637,postcodes
W10 4LE,524369,183009,postcodes
W10 5SZ,524369,181680,postcodes
W10 6BH,523841,182027,postcodes
W10 6EB,524012,181823,postcodes
W10 6EX,523936,181008,postcodes
W10 6EY,523884,181659,postcodes
W12 0HR,522913,181485,postcodes
W12 0NW,522059,180196,postcodes
W12 0RQ,522373,180831,postcodes
W12 7BW,522788,180337,postcodes
W12 7PA,522872,180517,postcodes
W12 9JD,522611,179555,postcodes
W13 0JG,516101,181161,postcodes
W13 0NP,516656,180646,postcodes
W13 8AX,516929,181633,postcodes
W14 8BZ,524208,179842,postcodes
W14 8SH,524446,178884,postcodes
W14 8UX,524314,179039,terminated_postcodes
W14 9BL,524087,178503,postcodes
W1B 1QR,528722,181928,postcodes
W1G 8BT,528666,181576,postcodes
W1H 1PN,527652,181677,postcodes
W1H 5AU,527649,181229,postcodes
W1J 7NL,528715,180107,postcodes
W1U 2QU,528432,181474,postcodes
W1U 5BA,528296,181984,postcodes
W2 1NB,526743,181814,postcodes
W2 1QZ,526585,181592,postcodes
W2 4AT,525713,180752,postcodes
W2 4PH,525545,181122,postcodes
W2 5EZ,525471,181792,postcodes
W3 0HW,518990,181185,postcodes
W3 7DD,521552,180977,postcodes
W3 8EA,519718,180184,postcodes
W3 8EY,519459,179922,postcodes
W3 8JY,519422,178948,postcodes
W3 8LG,519294,178822,postcodes
W3 8RR,519836,180084,postcodes
W3 9PP,519366,180318,postcodes
W4 1LY,521410,178894,postcodes
W4 3UN,520934,177319,postcodes
W5 2ES,517571,181576,postcodes
W5 2JL,518383,181922,postcodes
W5 2JX,518373,181416,postcodes
W5 4EJ,517244,178882,postcodes
W5 5AL,517491,180627,postcodes
W6 0PG,522973,178859,postcodes
W6 7BS,523743,178858,postcodes
W6 7DG,523435,178677,postcodes
W6 8RB,523871,178227,postcodes
W6 9LP,522508,178577,postcodes
W6 9LR,522484,178561,postcodes
W7 1EU,515569,180977,postcodes
W7 1JJ,515192,181946,postcodes
W7 2AH,516025,179247,postcodes
W7 2BB,516095,178938,postcodes
W7 3JP,515360,180356,postcodes
W8 4PL,525697,179759,postcodes
W8 7AF,524982,179974,postcodes
W9 1RB,525783,183111,postcodes
W9 2DR,525514,182264,postcodes
W9 3HR,525022,182814,postcodes
W9 3LG,524809,182251,postcodes
WA1 4LS,363835,389473,postcodes
WA1 4PF,364307,389573,postcodes
WA10 1PP,350858,395355,postcodes
WA10 1UD,351237,395922,postcodes
WA10 3AG,348955,394201,postcodes
WA10 6PN,350284,396811,postcodes
WA11 8NY,348069,401589,postcodes
WA12 0JQ,357637,398308,postcodes
WA13 0GH,366586,386794,postcodes
WA13 0RB,369530,386969,postcodes
WA14 2NL,376119,387212,postcodes
WA14 2RS,376729,386644,postcodes
WA14 4AH,376337,387995,postcodes
WA14 4AJ,376425,387991,postcodes
WA14 5PQ,376859,389907,postcodes
WA15 0HE,378784,386113,postcodes
WA15 7RH,377870,388477,postcodes
WA15 8HT,377379,387754,postcodes
WA15 8QW,378583,387557,postcodes
WA16 0EA,374682,378289,postcodes
WA16 8PA,376687,378838,postcodes
WA2 7PA,360402,389183,postcodes
WA2 8QA,360687,390244,postcodes
WA3 7PW,365284,391078,postcodes
WA4 6DQ,360946,386771,postcodes
WA4 6RD,361286,387118,postcodes
WA5 3AA,356026,389464,postcodes
WA6 0HY,350047,376167,postcodes
WA6 6LB,352324,373363,postcodes
WA7 1QU,356501,383156,postcodes
WA7 4TD,352043,380723,postcodes
WA7 4UN,350215,382248,postcodes
WA7 4YX,352121,380537,postcodes
WA7 6EP,355411,380579,postcodes
WA8 6DH,351572,385251,postcodes
WA8 7HG,349945,386232,postcodes
WA8 7QQ,351203,385484,postcodes
WA9 1BU,353246,395050,postcodes
WA9 4RT,351959,391365,postcodes
WA9 5AU,351504,392479,postcodes
WC1A 2RA,530406,181618,postcodes
WC1B 3DN,529854,181588,postcodes
WC1B 4JP,530146,181864,postcodes
WC1N 3JH,530533,182041,postcodes
WC1X 8RA,530598,182565,postcodes
WC2B 4BA,530603,181260,postcodes
WC2E 9DA,530332,181034,postcodes
WD17 1JJ,511008,196773,postcodes
WD17 3EZ,510338,196899,postcodes
WD18 0AE,511052,195958,postcodes
WD18 6NS,509507,195529,postcodes
WD18 7JF,509789,196327,postcodes
WD23 1DT,513447,194525,postcodes
WD23 2TS,513051,196976,postcodes
WD23 2TY,512913,196781,postcodes
WD23 3AA,512903,195423,postcodes
WD23 4EB,515350,194900,postcodes
WD23 4PA,514340,195760,postcodes
WD25 0SS,511643,201324,postcodes
WD25 0UU,511392,201727,postcodes
WD25 7HW,511243,201147,postcodes
WD25 9JT,510946,199779,postcodes
WD3 1HG,506313,194588,postcodes
WD3 3AQ,506971,195143,postcodes
WD3 3LR,508507,196046,postcodes
WD3 4HF,505703,195459,postcodes
WD3 6EW,502870,197129,postcodes
WD3 8AB,503664,193535,postcodes
WD4 9HN,506424,203113,postcodes
WD5 0BU,509224,201664,postcodes
WD6 1HL,519900,196475,postcodes
WD6 3AF,516840,196657,postcodes
WD6 3AJ,515745,197377,postcodes
WD6 3BT,517004,196397,postcodes
WD6 5LG,520036,197860,postcodes
WD6 5NN,520579,197558,postcodes
WD7 9HW,516944,201905,postcodes
WF1 2DH,432865,421129,postcodes
WF1 2PF,432280,423585,postcodes
WF1 2QN,432750,420813,postcodes
WF1 3QX,433028,421451,postcodes
WF1 4AD,434028,422309,postcodes
WF1 4AZ,434256,421628,postcodes
WF10 2HR,440682,429173,postcodes
WF10 3JU,445630,425219,postcodes
WF12 9EE,423295,419751,postcodes
WF13 4LA,423831,422345,postcodes
WF13 4LL,423536,422114,postcodes
WF14 0DQ,419251,421922,postcodes
WF14 9EZ,419744,421181,postcodes
WF16 0AD,421936,423607,postcodes
WF16 0AH,421936,423524,postcodes
WF17 0LD,423461,426219,postcodes
WF17 5QW,424141,424134,postcodes
WF17 8AS,422279,424946,postcodes
WF2 0LW,431681,422914,postcodes
WF2 0PD,431092,422122,postcodes
WF3 1JQ,427290,426030,postcodes
WF3 3PS,432968,426068,postcodes
WF4 3JL,432347,415449,postcodes
WF4 4JG,426864,415436,postcodes
WF5 0DG,427875,419264,postcodes
WF5 9BS,427633,422458,postcodes
WF7 6BD,442244,422409,postcodes
WF7 7DT,444033,415858,postcodes
WF7 7LT,444055,417209,postcodes
WF8 4QR,444682,422189,postcodes
WF9 2UJ,446906,411927,postcodes
WF9 4AB,442797,413421,postcodes
WN1 1HQ,357852,405904,postcodes
WN1 1NN,358278,405587,postcodes
WN1 1RS,358016,405780,postcodes
WN2 4XA,363297,404085,postcodes
WN3 4EL,358032,405285,postcodes
WN3 6SP,356537,402909,postcodes
WN4 0EP,357019,401353,postcodes
WN4 0LZ,356119,400634,postcodes
WN5 0LJ,353817,406624,postcodes
WN5 7TT,352942,399680,postcodes
WN5 7XF,353587,403275,postcodes
WN6 0PP,354828,411439,postcodes
WN6 9JB,353147,409290,postcodes
WN7 4JY,364860,399325,postcodes
WN7 4SB,364660,400291,postcodes
WN8 8EH,346932,406435,postcodes
WR1 1HP,384731,255853,postcodes
WR1 2LL,385016,254389,postcodes
WR10 2BX,395067,247465,postcodes
WR11 1BN,404334,242751,postcodes
WR11 1DQ,404291,242975,postcodes
WR11 4QH,404113,244509,postcodes
WR12 7DE,409023,238011,postcodes
WR14 3DF,377759,245146,postcodes
WR14 3NZ,378855,244964,postcodes
WR14 4JF,377280,241630,postcodes
WR15 8PH,358162,265641,postcodes
WR2 4AF,384156,254234,postcodes
WR3 8HN,386081,257207,postcodes
WR4 9JL,386880,256718,postcodes
WR5 2BA,389058,251037,postcodes
WR5 2JX,387059,253401,postcodes
WR5 2LU,387327,253986,postcodes
WR6 5AH,369983,249408,postcodes
WR6 5JE,378960,251658,postcodes
WR6 6EW,370643,262459,postcodes
WR8 0AD,383611,245133,postcodes
WR8 0BL,383890,242065,postcodes
WR8 0DX,380260,242277,postcodes
WR9 0AA,388923,263057,postcodes
WR9 0AJ,387168,261002,postcodes
WS1 1RL,401311,298295,postcodes
WS1 1RS,401429,298316,postcodes
WS1 2ND,401735,298192,postcodes
WS1 2PG,402334,297857,postcodes
WS1 4AB,401025,296959,postcodes
WS10 8QJ,396661,296905,postcodes
WS10 9QS,399687,296135,postcodes
WS10 9QU,399847,296198,postcodes
WS11 0LG,397688,309181,postcodes
WS11 1JT,398494,310725,postcodes
WS11 4AW,397656,311003,postcodes
WS11 9SP,402338,308963,postcodes
WS12 1DH,400426,311623,postcodes
WS12 4JH,398944,312582,postcodes
WS12 4JS,399228,312495,postcodes
WS13 6PJ,411562,308843,postcodes
WS13 7EW,410419,310755,postcodes
WS13 7LH,411561,309852,postcodes
WS13 7NB,411983,310352,postcodes
WS14 9DE,412256,308662,postcodes
WS14 9EE,412106,308745,postcodes
WS15 1FY,406053,317407,postcodes
WS15 2UB,401648,317205,postcodes
WS15 2UE,402938,317663,postcodes
WS15 3JQ,408679,319797,postcodes
WS15 4PT,408244,313925,postcodes
WS2 7AN,401035,300110,postcodes
WS2 7DQ,399144,301092,postcodes
WS2 8ES,401279,299072,postcodes
WS2 8HN,401036,299066,postcodes
WS2 8PR,400306,298751,postcodes
WS2 9UA,399433,298257,postcodes
WS3 2ED,399991,301171,postcodes
WS3 3LX,400180,302868,postcodes
WS4 1BW,403458,302817,postcodes
WS4 2AE,401729,299111,postcodes
WS5 4PG,401368,296343,postcodes
WS6 6LQ,398860,307658,postcodes
WS6 7JQ,397127,307036,postcodes
WS7 2DB,405125,309286,postcodes
WS7 3QW,404521,307847,postcodes
WS9 0BG,405136,299922,postcodes
WS9 0RF,405827,296082,postcodes
WS9 0RN,405949,300170,postcodes
WS9 9PA,405430,304137,postcodes
WV1 2BH,394090,298621,postcodes
WV1 4AH,390964,299067,postcodes
WV10 0JR,391958,299350,postcodes
WV10 6SE,390658,302740,postcodes
WV10 8BL,392765,301472,postcodes
WV10 8BY,392862,302146,postcodes
WV10 8ED,392404,302759,postcodes
WV10 8NZ,393651,302558,postcodes
WV11 1RD,393300,300219,postcodes
WV11 2QE,396426,301631,postcodes
WV11 3ES,395235,300614,postcodes
WV12 4BD,398265,300054,postcodes
WV12 4QZ,396542,300408,postcodes
WV14 0LN,394776,295976,postcodes
WV14 6BT,393869,297196,postcodes
WV14 6EH,394129,297537,postcodes
WV14 6LU,395132,297558,postcodes
WV14 7BL,396236,297292,postcodes
WV16 6SU,361526,289561,postcodes
WV3 0EG,390734,297151,postcodes
WV3 8HU,387561,298165,postcodes
WV3 9DU,388938,298765,postcodes
WV3 9DW,388737,298718,postcodes
WV3 9RB,389982,298669,postcodes
WV4 4NT,388052,296419,postcodes
WV4 5DG,390835,295952,postcodes
WV4 5HP,389188,295399,postcodes
WV4 6JP,393639,296218,terminated_postcodes
WV5 8BJ,386677,293119,postcodes
WV6 0BY,389538,299258,postcodes
WV6 8DA,386431,298516,postcodes
WV6 8QX,388784,299886,postcodes
WV6 8XF,387746,300053,postcodes
WV6 8XG,387654,300068,postcodes
WV7 3AG,382781,304189,postcodes
WV8 1PQ,387441,303589,postcodes
WV8 1RT,389062,302240,postcodes
YO10 4FY,461392,449303,postcodes
YO10 5ZA,463027,451121,postcodes
YO11 2JW,503416,487276,postcodes
YO11 3BA,504519,486615,postcodes
YO11 3BQ,504284,483374,postcodes
YO12 4HA,502941,486836,postcodes
YO12 5LF,502280,487763,postcodes
YO16 4QU,517071,466955,postcodes
YO16 6UR,518895,468484,postcodes
YO17 7NH,477765,472136,postcodes
YO17 9PT,479607,470624,postcodes
YO18 8NG,479332,484664,postcodes
YO21 1JU,489340,510762,postcodes
YO21 1LA,489668,510131,postcodes
YO22 4QD,493683,504305,postcodes
YO23 2BB,458299,448539,postcodes
YO23 2QA,460017,449196,postcodes
YO23 3FR,455167,447494,postcodes
YO24 1BJ,459513,450966,postcodes
YO24 4DD,459312,451070,postcodes
YO25 5HR,503161,458090,postcodes
YO25 6UG,502065,457790,postcodes
YO26 9SS,446331,459451,postcodes
YO30 6AB,459633,452608,postcodes
YO30 7BU,459969,452435,postcodes
YO31 0LW,462587,452501,postcodes
YO32 4BZ,461126,456115,postcodes
YO32 9WT,461347,455309,postcodes
YO42 2LL,481146,449125,postcodes
YO42 2NJ,480035,448757,postcodes
YO43 3GA,487123,441977,postcodes
YO61 3EF,452888,469164,postcodes
YO62 4ER,460128,478804,postcodes
YO62 7HQ,468193,484649,postcodes
YO7 1RZ,442673,481110,postcodes
YO7 4EN,438522,483193,postcodes
YO8 8NL,467706,426701,postcodes
