postcode,eastings,northings,source
HA2 0XH,513438,187046,postcodes
HA2 8LF,514164,185939,postcodes
HA2 9AH,512960,186078,postcodes
HA3 0NB,517698,188412,postcodes
HA3 0UH,518340,188747,postcodes
HA3 5DY,515127,190320,postcodes
HA3 5PQ,514664,190199,postcodes
HA3 5RQ,515026,190131,postcodes
HA3 6LE,513990,190767,postcodes
HA3 6ND,514388,191081,postcodes
HA3 6NR,513871,191030,postcodes
HA3 9LX,518321,189056,postcodes
HA3 9TE,519200,188307,postcodes
HA4 0BY,510436,186296,postcodes
HA4 0LS,511763,185530,postcodes
HA4 8EE,510370,187892,postcodes
HA5 1NB,511864,187947,postcodes
HA5 2JQ,510131,188837,postcodes
HA5 2LX,510018,189638,postcodes
HA5 5RP,513352,189312,postcodes
HA6 1QG,510444,190562,postcodes
HA6 1QN,510421,190418,postcodes
HA6 2HT,509252,193975,postcodes
HA6 2UW,508684,191622,postcodes
HA6 2YE,508951,191284,postcodes
HA6 3AS,509320,191707,postcodes
HA7 1PL,517685,190369,postcodes
HA7 2EQ,517557,191303,postcodes
HA7 3JW,515356,192269,postcodes
HA7 4BQ,517078,191884,postcodes
HA8 0AD,519812,191153,postcodes
HA8 0QS,520341,191315,postcodes
HA8 6AN,518708,190351,postcodes
HA8 7LF,519389,191927,postcodes
HA8 7RJ,518168,191971,postcodes
HA8 8DE,518518,192904,postcodes
HA9 0UU,519450,186233,postcodes
HA9 7DU,518587,185090,postcodes
HA9 8NA,518689,186628,postcodes
HA9 8NP,518370,186625,postcodes
HA9 9JR,519317,186564,postcodes
HA9 9LY,519741,186654,postcodes
HD1 3LD,414224,416131,postcodes
HD1 4EN,413991,416742,postcodes
HD1 4ES,413737,416743,postcodes
HD2 1GN,415614,420269,postcodes
HD2 2AL,412900,417933,postcodes
HD3 4GL,410762,417493,postcodes
HD4 6JL,414200,414354,postcodes
HD4 7NR,413400,413546,postcodes
HD5 8JE,415320,415812,postcodes
HD5 9PG,416251,417739,postcodes
HD6 2NY,413544,424122,postcodes
HD6 3JW,413060,421883,postcodes
HD8 8NL,422202,410638,postcodes
HD8 9TR,425943,411718,postcodes
HG1 2QG,429530,455660,postcodes
HG1 2SZ,429860,455323,postcodes
HG1 4ED,432491,456751,postcodes
HG1 5PD,430603,455218,postcodes
HG2 0DZ,429778,454242,postcodes
HG2 7LW,433161,456277,postcodes
HG2 8JR,431390,454409,postcodes
HG2 8PT,431707,454315,postcodes
HG2 9JP,429461,453248,postcodes
HG4 2DE,430031,471550,postcodes
HG4 2DG,430206,471624,postcodes
HG4 3HN,430295,473062,postcodes
HG5 8EB,435349,456671,postcodes
HP1 1TX,505108,206709,postcodes
HP1 2PH,503646,207828,postcodes
HP1 3DW,504792,207632,postcodes
HP11 1BJ,487146,192759,postcodes
HP11 1PE,486562,192673,postcodes
HP11 1PW,486236,191806,postcodes
HP11 1SZ,485634,191641,postcodes
HP11 1TB,485601,191797,postcodes
HP12 3AE,485237,193818,postcodes
HP12 3NE,485005,191770,postcodes
HP12 4QA,484408,191069,postcodes
HP13 6PQ,487038,193423,postcodes
HP13 6QT,487370,194342,postcodes
HP13 7NQ,488303,193061,postcodes
HP15 6LP,486782,197522,postcodes
HP15 6SP,490157,197215,postcodes
HP15 7UB,489318,195055,postcodes
HP16 0BD,489753,200991,postcodes
HP16 0BN,489617,200783,postcodes
HP18 0LQ,474280,216737,postcodes
HP18 0WS,479107,215788,postcodes
HP2 4DE,507158,207208,postcodes
HP2 7HL,507171,209626,postcodes
HP20 1DP,482545,214129,postcodes
HP21 7NH,482892,212956,postcodes
HP21 7RP,482717,213495,postcodes
HP21 7SX,482669,213285,postcodes
HP21 8ES,481860,211829,postcodes
HP21 8LZ,481090,213226,postcodes
HP21 8PB,481378,213478,postcodes
HP21 8PD,481258,213458,postcodes
HP21 8PE,481198,213394,postcodes
HP22 4PA,487117,219283,postcodes
HP22 6HF,486981,208271,postcodes
HP22 6NL,487230,207246,postcodes
HP22 7BR,484643,215061,postcodes
HP23 5JD,492881,211915,postcodes
HP23 5LX,492672,211192,postcodes
HP27 0DR,480891,202944,postcodes
HP27 0JW,480904,203766,postcodes
HP3 0DF,503790,205689,postcodes
HP3 8JB,507604,205954,postcodes
HP3 8RL,508132,206322,postcodes
HP4 2DJ,499348,207721,postcodes
HP4 3AH,499207,207052,postcodes
HP4 3UJ,497495,207943,postcodes
HP5 1BA,496815,202049,postcodes
HP5 2RG,495180,202269,postcodes
HP5 3BP,496694,202358,postcodes
HP6 5HA,496141,198399,postcodes
HP7 9HH,497185,197387,postcodes
HP7 9JW,497720,197733,postcodes
HP7 9QB,499004,197471,postcodes
HP9 1RR,494023,190325,postcodes
HP9 1SJ,494251,190217,postcodes
HP9 2TS,493179,192919,postcodes
HR1 1DT,351841,241166,postcodes
HR1 1EQ,351641,240549,postcodes
HR1 1LS,352292,240603,postcodes
HR1 1LT,352270,240507,postcodes
HR1 1LU,352183,240690,postcodes
HR1 1NZ,352603,240729,postcodes
HR1 2NG,351037,239732,postcodes
HR2 6JL,353460,237735,postcodes
HR4 0NU,349257,241220,postcodes
HR6 8NZ,349335,258810,postcodes
HR6 9PN,343905,264776,postcodes
HR6 9UW,341651,268933,postcodes
HR7 4LS,363978,256730,postcodes
HR8 2HF,371112,237146,postcodes
HR8 2PZ,366879,239554,postcodes
HR9 7ET,360332,225229,postcodes
HU1 3DG,510105,429071,postcodes
HU10 6HB,502664,430602,postcodes
HU10 7EH,502433,428216,postcodes
HU13 0JQ,502331,426467,postcodes
HU13 9AR,503169,427315,postcodes
HU14 3HS,496817,426707,postcodes
HU17 0EW,504124,439440,postcodes
HU17 7EJ,502192,440506,postcodes
HU17 8NF,502768,438552,postcodes
HU17 8QG,498513,440150,postcodes
HU17 9EX,503351,440076,postcodes
HU18 1DW,520034,447959,postcodes
HU19 2NT,534516,427232,postcodes
HU2 8AP,509863,429499,postcodes
HU2 8BQ,509751,429252,postcodes
HU3 1LW,507901,429383,postcodes
HU3 3EL,507908,428075,postcodes
HU4 7JB,504914,427509,postcodes
HU5 4NT,506395,431177,postcodes
HU6 7TN,508028,432115,postcodes
HU6 8AE,506942,432578,postcodes
HU6 8JJ,507046,432126,postcodes
HU7 4BS,510426,433203,postcodes
HU7 4EL,509858,434589,postcodes
HU7 4PW,510809,433280,postcodes
HU8 9HD,513552,432290,postcodes
HU9 5YB,513462,430512,postcodes
HX1 1UN,409398,425328,postcodes
HX1 3UZ,408385,424798,postcodes
HX2 0RU,406526,426279,postcodes
HX2 9SU,407825,428815,postcodes
HX3 0AW,409549,423611,postcodes
HX3 0HG,408140,423921,postcodes
HX3 0RZ,408991,422848,postcodes
HX3 7PA,412367,428633,terminated_postcodes
HX5 0QG,410071,420542,postcodes
HX5 9DL,411014,421051,postcodes
HX6 1DF,404596,423082,postcodes
HX6 2BU,406558,423878,postcodes
HX6 4QA,403398,418549,postcodes
IG1 1FY,545079,186842,postcodes
IG1 2UT,544835,185502,postcodes
IG1 4JU,543587,186893,postcodes
IG10 1TS,543273,196613,postcodes
IG10 2BQ,544590,197061,postcodes
IG10 2LD,544250,198034,postcodes
IG10 3JA,542360,195843,postcodes
IG11 0FU,547067,182432,postcodes
IG11 7JA,544195,183521,postcodes
IG11 7QG,544646,183663,postcodes
IG11 9AG,545894,184847,postcodes
IG11 9UW,545040,184695,postcodes
IG2 6HX,543321,188179,postcodes
IG2 7BT,544664,187577,postcodes
IG2 7PQ,545026,188695,postcodes
IG3 8EU,545110,187232,postcodes
IG3 9QA,546300,186518,postcodes
IG4 5LP,542233,189447,postcodes
IG5 0QW,542928,190295,postcodes
IG6 2JB,543973,190161,postcodes
IG6 3HB,544701,190413,postcodes
IG7 5AA,542461,192797,postcodes
IG7 5BT,542935,192421,postcodes
IG7 6QF,544145,193854,postcodes
IG8 0RF,540401,193151,postcodes
IG8 0TP,540024,192805,postcodes
IG8 7DQ,540912,191083,postcodes
IG8 8AX,543078,192012,postcodes
IG8 9LA,539890,191795,postcodes
IP1 3SG,616120,245365,postcodes
IP11 7NA,631473,235203,postcodes
IP11 9QR,628956,235743,postcodes
IP12 4JH,626837,249403,postcodes
IP12 4JX,626393,249841,postcodes
IP13 9EY,628151,263977,postcodes
IP13 9HE,627514,264050,postcodes
IP14 3EF,601659,258201,postcodes
IP14 4BQ,607081,259913,postcodes
IP14 5QX,612919,266963,terminated_postcodes
IP16 4HY,644171,263021,postcodes
IP18 6SD,649094,277025,postcodes
IP2 9DR,615072,243041,postcodes
IP22 4DH,612113,280334,postcodes
IP23 7BL,614055,274160,postcodes
IP24 1LH,587358,284212,postcodes
IP24 3AF,586758,282981,postcodes
IP25 7TJ,600373,303826,postcodes
IP28 6TX,583268,270359,postcodes
IP28 7JX,570591,274657,postcodes
IP28 7RD,570218,275716,postcodes
IP3 0SP,618736,241765,postcodes
IP3 9QR,619432,242206,postcodes
IP31 3PB,591713,265371,postcodes
IP32 6RH,584509,265668,postcodes
IP32 7BH,586312,264617,postcodes
IP33 2PD,586020,262350,postcodes
IP33 3RL,584354,264578,postcodes
IP33 3YU,584197,264904,postcodes
IP4 1LT,617153,244340,postcodes
IP4 3DL,618078,246279,postcodes
IP4 3NJ,619372,245314,postcodes
IP4 5HD,619087,244391,postcodes
IP5 2PB,622486,245930,postcodes
IP7 7QR,596678,254431,postcodes
IP8 3NA,613153,242171,postcodes
IP8 3ND,613053,242418,postcodes
IP8 3SU,613067,243032,postcodes
IP9 1AZ,619422,238650,postcodes
IP9 2RX,616544,235227,postcodes
KT1 2AQ,517977,168906,postcodes
KT1 2JT,518043,168077,postcodes
KT1 2QZ,518237,168769,postcodes
KT10 0AQ,516190,165714,postcodes
KT10 9LY,513536,163392,postcodes
KT11 1BL,511522,162200,postcodes
KT11 1HA,509843,161525,postcodes
KT11 1TF,511758,161252,postcodes
KT11 2ES,513232,161116,postcodes
KT11 3QQ,513189,157591,postcodes
KT12 1LE,510599,165680,postcodes
KT12 2FQ,510864,167387,postcodes
KT12 5AB,509547,164557,postcodes
KT12 5EJ,511471,164985,postcodes
KT13 8TT,506929,163740,postcodes
KT13 8UZ,506947,163961,postcodes
KT15 2QH,505225,165891,postcodes
KT15 2QS,505959,165384,postcodes
KT15 3HW,504138,161540,postcodes
KT16 9BN,503675,166356,postcodes
KT16 9LU,503187,165789,postcodes
KT17 1NB,521578,161920,postcodes
KT17 2AW,522179,162742,postcodes
KT17 3DS,522357,161849,postcodes
KT17 4JQ,522364,160034,postcodes
KT18 7NQ,520081,160169,postcodes
KT19 9BH,520904,162102,terminated_postcodes
KT19 9JW,520167,164066,postcodes
KT2 5PE,518135,170786,postcodes
KT2 5PL,518086,170984,postcodes
KT2 5QY,517660,171584,postcodes
KT2 6PY,518576,169270,postcodes
KT2 6RL,518630,169461,postcodes
KT2 7AB,519119,169546,postcodes
KT2 7LN,520008,170906,postcodes
KT2 7PE,520477,170137,postcodes
KT20 5RU,523912,156594,postcodes
KT20 7PA,521212,152941,postcodes
KT21 1ET,519491,157920,postcodes
KT22 7JP,517538,157222,postcodes
KT22 7NZ,516161,157639,postcodes
KT22 7PW,515989,157995,postcodes
KT22 8RY,517294,156380,postcodes
KT22 8SP,516992,156680,postcodes
KT22 8TJ,517670,157000,postcodes
KT24 5JR,512034,153956,postcodes
KT3 3TU,520891,169345,postcodes
KT3 5AR,521026,167976,postcodes
KT3 5PE,520871,166551,postcodes
KT3 6JJ,522620,167677,postcodes
KT3 6NU,522006,167684,postcodes
KT4 7JW,521070,165345,postcodes
KT6 4TU,518432,167785,postcodes
KT6 5AS,518281,165437,postcodes
KT6 5HN,517098,165763,postcodes
KT6 6HL,518612,166636,postcodes
KT6 7EY,518940,165397,postcodes
KT7 0JB,515374,166726,postcodes
KT8 2EJ,512610,168184,postcodes
KT8 9BS,515491,168921,postcodes
KT9 2HR,517713,163435,postcodes
L1 0BS,335037,389117,postcodes
L1 9DY,335387,389589,postcodes
L10 1LD,338761,397560,postcodes
L11 4SG,339867,394906,postcodes
L11 9DQ,339650,395285,postcodes
L12 1LF,339608,392388,postcodes
L12 1LH,339562,392175,postcodes
L12 7LE,339077,392771,postcodes
L12 9HJ,341106,392289,postcodes
L12 9HN,341380,392579,postcodes
L12 9HZ,340959,392223,postcodes
L13 5UQ,340026,390783,postcodes
L13 7HQ,338494,392513,postcodes
L15 6TQ,339156,389154,postcodes
L15 6WU,340033,389187,postcodes
L15 6XZ,340404,389340,postcodes
L15 9EE,339164,388924,postcodes
L16 5EY,341528,389039,postcodes
L17 3AA,337182,387913,postcodes
L17 3AL,337549,388332,postcodes
L17 6AB,338274,386158,postcodes
L17 6AU,338261,385986,postcodes
L18 3HS,340178,387828,postcodes
L18 8BG,338563,387604,postcodes
L19 2LX,340254,384594,postcodes
L19 5NY,340710,384639,postcodes
L20 7EW,334382,394712,postcodes
L21 0DB,334710,398630,postcodes
L23 0QP,332120,399014,postcodes
L23 4UL,333242,400870,postcodes
L23 5TF,332285,399370,postcodes
L23 5TW,332020,399566,postcodes
L23 7UL,331717,400530,postcodes
L23 9YB,333448,399885,postcodes
L25 2RW,342817,388566,postcodes
L25 6EE,341450,387495,postcodes
L25 6EG,341544,387674,postcodes
L25 7TN,342507,386517,postcodes
L3 5TP,335397,390170,postcodes
L31 3DZ,337873,401644,postcodes
L31 6DE,337767,402199,postcodes
L31 7AW,337042,401536,postcodes
L32 3XP,341177,397484,postcodes
L32 9PW,341081,397807,postcodes
L33 8XF,341434,399100,postcodes
L35 6NY,350196,390332,postcodes
L36 5SJ,344562,390855,postcodes
L36 7TA,344455,391755,postcodes
L37 2YN,328605,405997,postcodes
L37 3HW,329312,407651,postcodes
L39 2AT,342400,408080,postcodes
L39 4TW,340870,407393,postcodes
L4 4DF,335746,393876,postcodes
L4 6SH,336223,394812,postcodes
L40 9RQ,339169,412597,postcodes
L5 0SQ,335738,392360,postcodes
L5 5AF,335085,392523,postcodes
L69 7SH,335811,389887,postcodes
L7 6HQ,337390,389491,postcodes
L8 3TF,336436,387984,postcodes
L8 9SJ,336315,387304,postcodes
L9 1NR,335841,395216,postcodes
L9 6AD,338349,395837,postcodes
L9 7AB,337950,396254,postcodes
L9 7BF,337042,396394,postcodes
LA1 1SF,347516,461393,postcodes
LA1 2QD,346777,462656,postcodes
LA1 2RX,347443,462443,postcodes
LA1 2TY,345988,463247,postcodes
LA1 3EF,348363,461536,postcodes
LA1 4RS,347654,460659,postcodes
LA1 5AJ,347531,459934,postcodes
LA10 5RY,365785,491831,postcodes
LA11 6RG,345278,481356,postcodes
LA11 6SD,343593,486013,postcodes
LA12 0DZ,328676,477764,postcodes
LA12 0EB,328681,477517,postcodes
LA13 9RS,321214,469249,postcodes
LA14 3LW,317872,468602,postcodes
LA18 5AB,317328,480538,postcodes
LA2 0HA,347064,450793,postcodes
LA2 7BX,365003,469368,postcodes
LA2 7DD,364525,469349,postcodes
LA2 8LH,358312,468938,postcodes
LA23 1HW,340220,500054,postcodes
LA23 1NW,340796,500189,postcodes
LA3 1AB,342779,463125,postcodes
LA4 5BG,344461,464727,postcodes
LA5 0RG,346150,475180,postcodes
LA6 2DZ,361337,480324,postcodes
LA6 2HJ,360707,478609,postcodes
LA7 7DD,349998,481716,postcodes
LA8 9LN,347107,498185,postcodes
LA9 4ED,351492,492537,postcodes
LA9 5AY,351503,491637,postcodes
LA9 5EZ,350715,493606,postcodes
LA9 6JG,352470,493100,postcodes
LA9 6PJ,352315,493957,postcodes
LA9 7EQ,351883,491570,postcodes
LE1 5WW,458583,303575,postcodes
LE1 6JL,459135,304021,postcodes
LE1 7RJ,459445,302754,postcodes
LE10 0EA,441887,294896,postcodes
LE10 0TB,441777,294711,postcodes
LE10 1AP,442669,293466,postcodes
LE10 1LE,443956,294567,postcodes
LE10 3HT,442490,292180,postcodes
LE11 2DU,453873,318919,postcodes
LE11 3BS,452939,319556,postcodes
LE11 3BT,452703,319162,postcodes
LE11 3EB,453659,319647,postcodes
LE11 3HU,452556,318617,postcodes
LE11 4SQ,451402,319428,postcodes
LE12 6QN,455667,326873,postcodes
LE12 7AA,457794,315270,postcodes
LE12 7AR,457672,315466,postcodes
LE12 8BQ,456759,317012,postcodes
LE12 8DY,456050,316709,postcodes
LE12 8QY,452752,313709,postcodes
LE12 9DB,448471,319850,terminated_postcodes
LE13 0BN,474390,318756,postcodes
LE13 1DN,476028,317683,postcodes
LE13 1HA,476412,318351,postcodes
LE15 6DT,486150,308819,postcodes
LE15 6JB,486343,308215,postcodes
LE15 6RP,485418,309105,postcodes
LE15 7GT,494827,315578,postcodes
LE15 8LY,479962,308782,postcodes
LE15 8QQ,496681,307723,postcodes
LE15 9QE,486473,299679,postcodes
LE16 7AU,473043,287713,postcodes
LE16 7JG,473313,288202,postcodes
LE17 4EW,453849,285011,postcodes
LE17 5EE,450252,290695,postcodes
LE18 2DS,459776,298548,postcodes
LE18 2DT,459915,298440,postcodes
LE2 2PP,461178,301599,postcodes
LE2 5TP,462941,299336,postcodes
LE2 7LW,458794,303102,postcodes
LE3 2FD,456600,301768,postcodes
LE3 6DG,456209,304759,postcodes
LE3 6DN,455447,305169,postcodes
LE4 0FJ,457031,306363,postcodes
LE4 4GH,459743,310105,postcodes
LE4 4JG,459479,309971,postcodes
LE4 5EE,459768,306896,postcodes
LE4 5LN,459481,306689,postcodes
LE5 1GA,462798,306394,postcodes
LE5 1RT,464313,306400,postcodes
LE5 4PY,461945,303898,postcodes
LE5 6HN,463125,303880,postcodes
LE5 6LN,463579,303549,postcodes
LE6 0FP,451917,306896,postcodes
LE65 1DT,436322,316895,postcodes
LE65 1HS,435837,316879,postcodes
LE67 1AP,447072,306245,postcodes
LE67 4BR,445388,314937,postcodes
LE67 4UU,445673,314891,postcodes
LE7 1LY,462942,312055,postcodes
LE7 4SG,462474,315063,postcodes
LE8 5PR,457127,295447,postcodes
LE8 9FL,465040,298001,postcodes
LE9 7PD,445477,297689,postcodes
LE9 8AG,445149,297461,postcodes
LE9 8JF,443563,298739,postcodes
LE9 9JL,448448,303375,postcodes
LN1 3TJ,497478,373409,postcodes
LN11 8RS,534218,387086,postcodes
LN11 9LL,532304,387026,postcodes
LN13 9HY,544723,375604,postcodes
LN2 1PF,497911,371610,postcodes
LN2 3JB,501297,379332,postcodes
LN2 4PN,498763,372408,postcodes
LN2 5HQ,498044,371482,postcodes
LN2 5RW,498143,371771,postcodes
LN3 5AL,507243,383444,postcodes
LN4 1LH,502445,367623,postcodes
LN5 0PA,496082,353285,postcodes
LN5 0SL,491664,353981,postcodes
LN5 8PW,497182,368899,postcodes
LN6 0EP,495333,369373,postcodes
LN6 7DT,495662,368212,postcodes
LN6 7SX,496045,369222,postcodes
LN6 8AR,495783,367515,postcodes
LN6 9AF,494276,366455,postcodes
LN6 9AG,493852,366414,postcodes
LN6 9JP,486895,360470,postcodes
LN6 9JR,487626,359391,postcodes
LN6 9LU,486905,363069,postcodes
LN7 6QJ,511528,401298,postcodes
LN8 3RF,511469,388728,postcodes
LN9 5AD,525473,369647,postcodes
LS1 5AS,430052,433761,postcodes
LS10 1LA,430804,432530,postcodes
LS10 1NT,430793,432205,postcodes
LS10 3JP,431590,429075,postcodes
LS11 0LT,427979,429675,postcodes
LS12 3QH,425854,434002,postcodes
LS12 5EU,425105,431927,postcodes
LS12 6DQ,427617,431521,postcodes
LS15 0PT,435608,433494,postcodes
LS15 8TA,437431,435381,postcodes
LS16 5AG,426684,437827,postcodes
LS16 5EA,425859,437593,postcodes
LS16 6QB,425556,438867,postcodes
LS16 7RX,425901,440017,postcodes
LS17 5DJ,429681,437745,postcodes
LS17 6SF,431489,438509,postcodes
LS17 7AG,429521,439453,postcodes
LS17 7TN,430069,439814,postcodes
LS17 8GS,431753,441109,postcodes
LS17 9LE,432308,444928,postcodes
LS18 5RF,423813,438569,postcodes
LS19 6LX,421019,440067,postcodes
LS2 7PD,430973,433649,postcodes
LS2 7QT,430708,434172,postcodes
LS2 9AQ,429614,434775,postcodes
LS2 9BL,429554,435034,postcodes
LS20 8DT,418678,441626,postcodes
LS20 8LS,418418,442210,postcodes
LS21 2BB,420193,446321,postcodes
LS23 6DF,442743,445063,postcodes
LS23 6RW,442019,445070,postcodes
LS24 9NB,445631,442588,postcodes
LS25 1LJ,440158,432578,postcodes
LS25 6AS,449027,432955,postcodes
LS27 0PD,426409,427505,postcodes
LS28 6HL,422591,434784,postcodes
LS28 7ND,422402,433720,postcodes
LS29 6AE,417984,442868,postcodes
LS29 8TR,412331,447221,postcodes
LS3 1AA,429143,433884,postcodes
LS3 1AD,429260,433944,postcodes
LS6 2AH,428095,436406,postcodes
LS6 2ST,429960,435300,postcodes
LS6 4QD,429106,438286,postcodes
LS8 1ND,432304,437274,postcodes
LS8 2PW,433288,436398,postcodes
LS9 7HD,431583,434084,postcodes
LU1 1EH,508374,221817,postcodes
LU1 4BB,503693,220531,postcodes
LU1 5PP,507568,220377,postcodes
LU2 0EZ,509561,221855,postcodes
LU2 7AE,508444,225893,postcodes
LU2 7EW,509189,223985,postcodes
LU2 9AG,511315,222518,postcodes
LU3 3SP,506702,225350,postcodes
LU4 0NE,503900,223110,postcodes
LU5 4QL,502956,222488,postcodes
LU5 5AB,501272,222972,postcodes
LU5 5PX,503057,224943,postcodes
LU5 6NX,503891,230888,postcodes
LU6 1AF,500452,222083,postcodes
LU6 3BU,501408,220986,postcodes
LU7 0NY,488114,222548,postcodes
LU7 1FD,492424,225275,postcodes
LU7 2AE,491304,224002,postcodes
LU7 3BE,492291,227252,postcodes
LU7 3DY,493370,226494,postcodes
M11 2GR,387298,397375,postcodes
M11 2WH,387643,397251,postcodes
M11 3BS,387370,397857,postcodes
M12 4GR,388069,394961,postcodes
M12 6EL,385456,397684,postcodes
M13 0XT,386134,394725,postcodes
M13 9PL,384591,396711,postcodes
M13 9WL,384979,396212,postcodes
M14 5RB,385334,395437,postcodes
M14 6BL,385139,393660,postcodes
M14 6HS,385315,394517,postcodes
M15 5PB,383297,396155,postcodes
M15 6HP,384214,396490,postcodes
M16 0EX,381616,395003,postcodes
M16 8GW,383690,394025,postcodes
M16 8HX,383324,394987,postcodes
M16 8PR,383586,394366,postcodes
M18 7DT,388471,394876,postcodes
M2 4WG,383900,398323,postcodes
M20 2ET,383504,392669,postcodes
M20 5PG,385505,390228,postcodes
M23 0FF,381518,390673,postcodes
M23 2YS,381524,387592,postcodes
M23 9BP,380397,389518,postcodes
M24 2GL,387956,407521,postcodes
M24 4BD,386295,405953,postcodes
M24 6XH,387600,408074,postcodes
M25 0PH,381751,403180,postcodes
M25 3BL,380780,404495,postcodes
M27 0WA,377353,401656,postcodes
M28 2WQ,375459,400557,postcodes
M29 7EE,369263,399951,postcodes
M29 8BS,369187,402129,postcodes
M3 1SB,383947,398841,postcodes
M30 0RW,376344,398624,postcodes
M30 9DY,377802,399681,postcodes
M31 4BH,374773,392289,postcodes
M31 4NL,371510,391220,postcodes
M32 8JB,380286,394144,postcodes
M33 3NH,379160,391303,postcodes
M33 4GY,376293,390794,postcodes
M33 5BP,377568,391459,postcodes
M33 5JX,376573,392189,postcodes
M34 6ET,392281,394002,postcodes
M35 0UF,388562,400883,postcodes
M40 8EZ,386124,399593,postcodes
M41 5UG,376120,394926,postcodes
M41 7FZ,377295,395931,postcodes
M43 7LJ,391401,399690,postcodes
M44 5ZR,371453,393284,postcodes
M45 8PJ,380903,406843,postcodes
M50 2UW,380424,397668,postcodes
M50 3XW,380970,397028,postcodes
M6 5YD,380087,398571,postcodes
M6 7FR,379842,399847,postcodes
M60 0AS,384214,398884,postcodes
M7 4LH,382685,401567,postcodes
M7 4LJ,382682,401618,postcodes
M7 4NX,382822,401175,postcodes
M7 4QY,383317,402316,postcodes
M8 5DY,383845,402198,postcodes
M8 8DT,384808,400209,postcodes
M8 8QA,384272,399502,postcodes
M9 0RP,385607,404399,postcodes
M9 7SS,388057,403372,postcodes
ME1 1BG,574780,167901,postcodes
ME1 1HY,574738,168063,postcodes
ME1 1TE,574103,168491,postcodes
ME1 2FA,574905,167390,postcodes
ME1 2UW,574327,165761,postcodes
ME1 3BY,574171,166566,postcodes
ME1 3EL,574020,166430,postcodes
ME10 1PF,588904,163864,postcodes
ME10 3DZ,591349,163627,postcodes
ME10 3RY,591518,164445,postcodes
ME10 4DB,590580,163359,postcodes
ME10 4EG,590660,162820,postcodes
ME10 4HE,590441,162644,postcodes
ME10 4NL,592058,163012,postcodes
ME10 4PT,590791,162941,postcodes
ME12 2DP,594453,173152,postcodes
ME12 3JQ,593578,172623,postcodes
ME12 4AN,601772,170621,postcodes
ME13 7BQ,601923,161598,postcodes
ME13 8RZ,601235,160399,postcodes
ME14 2LP,575559,156929,postcodes
ME14 5DS,577049,155884,postcodes
ME14 5DT,577242,155795,postcodes
ME14 5GA,578618,156729,postcodes
ME14 5GQ,578618,156729,postcodes
ME15 7BT,576678,154844,postcodes
ME15 8SW,578687,153184,postcodes
ME15 9QF,576898,153097,postcodes
ME16 0JP,574244,155622,postcodes
ME16 0SF,575290,156399,postcodes
ME16 0TJ,575149,156457,postcodes
ME16 8AH,574348,155214,postcodes
ME17 2LL,589300,152190,postcodes
ME17 3HL,581234,149347,postcodes
ME17 4HT,576003,150824,postcodes
ME17 4HX,575753,150921,postcodes
ME19 5FF,567688,159170,postcodes
ME19 6DH,569955,157395,postcodes
ME2 2LS,573176,168647,postcodes
ME2 2SX,571654,169439,postcodes
ME2 3SP,572364,169882,postcodes
ME2 4YG,574526,170227,postcodes
ME20 7DS,572961,158499,postcodes
ME20 7JU,571887,158318,postcodes
ME3 8UJ,574165,173691,postcodes
ME3 9HH,577407,172277,postcodes
ME4 4FQ,577388,169556,postcodes
ME4 5JB,576370,166392,postcodes
ME4 6DQ,575580,166980,postcodes
ME4 6JB,575486,166035,postcodes
ME4 6TJ,575095,167630,postcodes
ME5 0LB,576044,164884,postcodes
ME5 0LE,575888,164468,postcodes
ME5 0LP,576000,164283,postcodes
ME5 7EH,577459,166933,postcodes
ME6 5HS,569974,161137,postcodes
ME7 1FN,576914,169127,postcodes
ME7 2LX,578331,167405,postcodes
ME7 4LT,577623,167490,postcodes
ME7 5HT,576827,167905,postcodes
ME8 0BX,580690,165792,postcodes
ME8 7AJ,580698,166750,postcodes
ME8 8GS,582774,165824,postcodes
ME9 0BG,593704,157329,postcodes
ME9 8QJ,588977,166923,postcodes
ME9 9EA,595719,163186,postcodes
MK10 7HE,490475,239519,postcodes
MK10 9JQ,488706,238574,postcodes
MK12 5BT,480805,240797,postcodes
MK12 5NJ,480531,241152,postcodes
MK14 6BN,484273,240956,postcodes
MK16 0BJ,486761,243164,postcodes
MK17 0HJ,475129,236258,postcodes
MK18 1AT,469848,233394,postcodes
MK18 1AX,469709,233266,postcodes
MK18 3BL,476530,227719,postcodes
MK18 5AE,469050,237479,postcodes
MK18 5EH,467473,237436,postcodes
MK19 6HN,476707,239634,postcodes
MK2 3HU,487326,232716,postcodes
MK3 6EW,485839,234073,postcodes
MK3 7EB,485575,233943,postcodes
MK40 2TU,505230,250351,postcodes
MK40 4AZ,502888,249976,postcodes
MK41 7FZ,504178,251798,postcodes
MK41 7NT,504020,251059,postcodes
MK41 7UL,505267,252651,postcodes
MK41 8PX,507184,252374,postcodes
MK41 9TJ,507053,249763,postcodes
MK42 0BX,505420,249430,postcodes
MK42 6BA,505152,244367,postcodes
MK42 7EB,502118,246676,postcodes
MK42 8AA,503998,248630,postcodes
MK42 8AU,503244,248050,postcodes
MK42 8QP,502818,248021,postcodes
MK42 9AH,504920,249444,postcodes
MK42 9TR,506100,247686,postcodes
MK43 9HT,499961,244832,postcodes
MK43 9LY,501223,242528,postcodes
MK44 1JL,498955,259181,postcodes
MK44 2PT,509011,253972,postcodes
